Id,MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
533,253,RL,7360,Reg,CollgCr,1Fam,1Story,Stone,3,4,1,1222,4,1,1222,1222,1,3,2,2,615,1,0,0,0,0,2,0,35
534,1518,RL,8400,Reg,SWISU,1Fam,2.5Fin,None,2,3,1,720,4,1,1052,2192,1,3,1,1,240,1,0,0,1,0,3,0,40
535,2035,RM,9000,Reg,IDOTRR,1Fam,1.5Fin,None,2,3,1,780,2,1,780,1375,1,3,1,1,544,0,0,0,1,0,2,0,36
536,2919,RM,1526,Reg,MeadowV,Twnhs,2Story,None,2,3,1,546,2,1,546,1092,1,2,0,0,0,1,0,1,0,0,2,0,20
537,1540,RL,12392,Reg,Crawfor,1Fam,1.5Fin,None,2,3,1,832,4,1,1218,2161,1,3,3,2,506,1,0,0,1,1,3,0,63
538,2120,RL,14217,IR2,CollgCr,1Fam,1Story,None,2,4,1,1022,3,1,1022,1022,1,2,1,2,747,1,0,0,0,1,1,1,25
539,1674,RH,4113,IR1,NAmes,TwnhsE,1Story,None,3,4,2,1337,4,1,1337,1337,1,3,3,2,511,1,0,0,1,0,2,0,30
540,256,RL,8816,Reg,ClearCr,1Fam,SLvl,BrkFace,2,3,3,1010,3,1,1052,1052,1,2,1,2,440,1,0,1,0,1,1,0,42
541,2361,RL,9353,Reg,NAmes,1Fam,1Story,None,2,3,1,864,3,1,864,864,1,2,1,1,280,1,0,0,0,0,1,0,20
542,978,RM,1477,Reg,MeadowV,TwnhsE,SFoyer,None,2,4,3,630,2,1,630,630,1,2,1,1,286,1,0,0,0,1,1,0,16
543,2280,RM,6710,IR1,Mitchel,TwnhsE,SFoyer,BrkFace,2,5,3,920,4,1,936,936,1,2,3,2,460,1,0,0,0,2,1,0,30
544,2095,RL,11287,Reg,SawyerW,1Fam,2Story,BrkFace,3,4,3,807,3,1,1175,1982,1,3,3,2,575,1,0,0,1,0,3,0,42
545,1709,RL,12099,IR1,NridgHt,1Fam,2Story,BrkFace,3,5,3,1136,4,1,1136,2468,1,3,3,3,872,1,0,0,1,1,3,0,40
546,2801,RL,9750,Reg,CollgCr,1Fam,2Story,None,2,4,3,1108,4,1,1108,2097,1,3,2,2,583,1,0,0,1,1,3,0,42
547,1246,RL,11556,Reg,NAmes,1Fam,1Story,Stone,2,3,1,720,4,1,882,882,1,3,1,1,240,1,0,1,0,1,1,0,30
548,2373,RM,1680,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,483,2,1,483,987,1,2,1,1,288,1,0,0,1,0,2,0,30
549,1055,RL,12704,Reg,NridgHt,1Fam,1Story,Stone,3,5,1,1582,4,1,1582,1582,1,3,3,3,905,1,0,0,0,1,2,0,40
550,2017,RM,6120,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,756,3,1,903,1281,1,3,1,2,379,1,0,0,0,1,1,0,30
551,1099,RL,9660,Reg,NoRidge,1Fam,2.5Unf,BrkFace,3,4,1,1173,4,1,1182,2199,1,3,3,2,516,1,0,0,1,0,3,0,40
552,1344,RM,6120,Reg,BrkSide,1Fam,1Story,None,2,0,0,0,3,0,808,808,1,2,1,1,164,0,0,0,0,0,1,0,30
553,835,RL,28698,IR2,ClearCr,1Fam,2Story,None,2,3,4,1013,2,1,1160,2126,1,2,3,2,538,1,0,0,0,1,3,1,25
554,1117,RL,12274,IR1,Somerst,1Fam,1Story,Stone,3,4,1,1417,4,1,1428,1428,1,4,2,2,554,1,0,0,0,0,2,0,35
555,2043,RM,4388,IR1,OldTown,1Fam,1.5Unf,None,2,3,1,672,4,1,840,840,1,2,0,0,0,0,0,0,1,0,1,0,35
556,2085,RL,3869,Reg,Edwards,TwnhsE,1Story,BrkFace,3,3,1,1038,3,1,1038,1038,1,2,2,1,264,1,0,0,0,0,2,0,30
557,410,RL,2308,Reg,NPkVill,TwnhsE,2Story,None,2,4,1,804,2,1,804,1548,1,2,2,2,440,1,0,0,1,0,3,0,30
558,2650,RM,4400,Reg,OldTown,1Fam,1.5Fin,None,2,2,1,648,2,1,734,1118,1,2,1,2,440,1,0,0,0,0,1,0,48
559,2867,RL,14210,IR1,Crawfor,1Fam,2Story,None,2,3,1,697,4,1,1104,1801,1,2,1,2,365,1,0,1,1,0,2,0,42
560,1668,RL,9758,IR1,NAmes,1Fam,1Story,None,2,3,1,950,2,1,950,950,1,2,1,1,280,1,0,0,0,0,1,0,25
561,1161,FV,4017,IR1,Somerst,TwnhsE,2Story,None,3,4,1,625,4,1,625,1250,1,3,3,2,625,1,1,0,0,0,3,0,35
562,2122,RL,11249,IR2,CollgCr,1Fam,1Story,None,3,4,1,1200,4,1,1200,1200,1,3,2,2,521,1,0,0,0,1,2,0,30
563,2539,RL,9600,Reg,NAmes,1Fam,SLvl,BrkFace,2,3,3,1141,3,1,1141,1141,1,2,1,1,568,1,0,0,0,1,1,0,35
564,1047,RL,4043,Reg,NPkVill,TwnhsE,1Story,None,2,4,1,1069,2,1,1069,1069,1,2,2,2,440,1,0,0,0,0,2,0,36
565,1445,RL,9200,IR1,CollgCr,1Fam,1Story,None,2,4,3,938,2,1,938,938,1,2,1,1,308,1,0,1,0,1,1,1,30
566,541,RL,13072,Reg,SawyerW,1Fam,1Story,None,2,4,1,1114,4,1,1114,1114,1,3,0,0,0,1,0,0,0,0,2,0,25
567,569,FV,3830,IR1,Somerst,TwnhsE,1Story,Stone,3,4,1,1726,4,1,1726,1726,1,3,3,2,561,1,1,0,1,0,3,0,30
568,1276,RL,7227,Reg,NAmes,1Fam,1.5Unf,None,2,3,1,832,3,1,832,832,1,3,1,2,528,1,0,0,0,0,1,0,36
569,918,RL,7155,Reg,Crawfor,1Fam,2Story,None,2,3,2,600,4,1,628,1228,1,2,1,1,215,1,0,1,1,0,1,0,56
570,326,RL,11875,Reg,Mitchel,1Fam,1Story,None,2,4,1,1344,4,1,1344,1344,1,2,1,2,686,1,0,0,1,0,2,0,25
571,1936,RL,8540,Reg,NAmes,1Fam,1Story,None,2,3,1,925,2,1,925,925,1,3,1,1,252,1,0,0,0,1,1,0,40
572,895,RL,6410,Reg,Edwards,1Fam,1Story,None,2,3,1,876,2,1,876,876,1,2,1,1,320,1,0,1,0,0,1,0,20
573,257,RL,11105,Reg,CollgCr,1Fam,SFoyer,None,2,4,3,870,3,1,965,965,1,2,1,2,580,1,0,1,0,1,1,0,25
574,1241,RL,13200,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1395,4,1,1570,1570,1,2,2,2,441,1,0,0,1,1,1,0,36
575,1545,RM,7000,Reg,IDOTRR,1Fam,1Story,None,2,3,1,894,2,1,919,919,1,2,1,1,195,0,0,1,0,1,1,0,48
576,1189,RL,11040,Reg,NWAmes,1Fam,1Story,BrkFace,3,3,1,1258,4,1,1258,1258,1,3,2,2,528,1,0,0,0,1,2,0,42
577,270,RM,4426,Reg,CollgCr,TwnhsE,1Story,BrkFace,3,4,3,848,4,1,848,848,1,3,2,2,420,1,0,0,0,1,1,0,30
578,2066,RL,16779,Reg,Sawyer,1Fam,2Story,BrkFace,2,4,1,671,1,1,1567,2654,1,2,1,2,638,1,0,0,1,0,3,0,20
579,693,RM,10440,Reg,OldTown,1Fam,2Story,None,2,3,1,440,3,1,682,1230,1,2,1,2,440,1,1,1,0,0,2,0,30
580,1259,RL,10836,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,892,4,1,1254,1436,1,2,1,4,1488,0,1,1,1,1,1,0,25
581,2916,RL,13384,Reg,Mitchel,1Fam,1Story,BrkFace,2,3,3,1104,1,1,1360,1360,1,2,2,1,336,1,0,0,1,1,1,0,25
582,2321,RL,13751,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,3,1700,4,1,1700,2212,1,3,3,3,773,1,0,0,1,1,3,1,35
583,1977,RM,4480,Reg,OldTown,1Fam,1Story,None,2,2,1,1022,2,0,1022,1022,1,1,1,1,184,0,0,1,1,1,1,0,25
584,1895,RL,11382,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1130,2,1,1374,1374,1,2,2,1,286,1,0,1,1,1,1,0,30
585,1240,RL,9120,Reg,NAmes,1Fam,1Story,None,2,3,1,1261,4,1,1261,1261,1,2,2,2,433,1,0,0,1,1,1,0,36
586,85,RL,11782,IR1,Sawyer,1Fam,SFoyer,None,2,3,3,1109,2,1,1155,1155,1,3,1,2,576,1,0,1,0,1,1,0,35
587,1823,RL,6970,Reg,Sawyer,1Fam,1Story,None,2,3,1,1040,2,1,1120,1120,1,1,2,2,544,1,0,0,0,1,2,0,20
588,825,RL,11422,IR1,CollgCr,1Fam,1Story,Stone,3,5,3,1838,4,1,1838,1838,1,3,2,2,524,1,0,0,1,1,2,0,40
589,110,FV,8000,Reg,Somerst,1Fam,1Story,None,3,4,1,1492,4,1,1492,1492,1,3,2,2,596,1,0,0,1,1,2,0,35
590,697,RM,15660,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,240,2,1,810,1306,1,3,1,2,472,0,0,1,0,0,2,0,40
591,2297,RL,6723,Reg,Mitchel,1Fam,SFoyer,None,2,4,3,796,2,1,796,796,1,2,0,0,0,1,0,1,0,1,1,0,35
592,1231,RL,7875,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1144,3,1,1144,1144,1,2,1,2,456,1,0,1,0,1,1,0,30
593,1355,RL,9144,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,883,3,1,988,1505,1,2,1,1,240,0,1,0,0,1,1,0,25
594,968,RL,14601,Reg,Timber,1Fam,1Story,BrkFace,4,5,3,1838,4,1,1838,1838,1,4,3,3,765,1,0,0,1,1,2,0,45
595,584,RL,12732,IR1,NWAmes,1Fam,2Story,None,2,3,2,752,2,1,1285,2067,1,3,2,2,784,1,0,0,1,0,3,1,42
596,1315,RM,6000,Reg,OldTown,1Fam,2Story,None,3,2,1,572,4,1,884,1540,1,3,0,0,0,0,1,0,0,0,2,0,45
597,1606,RL,6600,Reg,Mitchel,1Fam,1Story,None,2,3,1,816,4,1,816,816,1,2,3,2,816,1,0,0,0,1,1,0,40
598,206,RM,8472,IR2,IDOTRR,Duplex,1Story,None,1,4,4,816,2,0,816,816,1,2,1,2,516,1,0,0,0,1,1,0,25
599,1685,RL,12469,Reg,NridgHt,1Fam,1Story,Stone,4,5,4,1790,4,1,1816,1816,1,4,3,3,730,1,0,0,1,1,2,0,45
600,2016,RM,6240,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,966,4,1,1014,1426,1,2,1,1,230,1,0,1,1,0,1,0,35
601,869,RL,11250,Reg,CollgCr,1Fam,2Story,None,3,4,1,944,4,1,944,1870,1,3,2,2,608,1,0,0,0,0,3,0,35
602,2135,RL,11800,IR1,CollgCr,1Fam,1Story,None,2,4,3,864,2,1,894,894,1,2,1,2,440,1,0,0,0,0,1,0,25
603,2346,RL,18800,IR1,NWAmes,1Fam,2Story,BrkFace,2,4,2,796,2,1,790,1574,1,2,3,2,566,1,0,0,1,1,3,0,30
604,2430,RL,4045,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,3,1356,4,1,1500,1500,1,3,3,3,648,1,0,0,1,1,2,0,35
605,2198,RL,10594,Reg,Crawfor,1Fam,1.5Unf,None,2,3,1,768,1,0,789,789,1,2,1,1,200,1,0,1,0,0,1,0,25
606,2652,RM,6000,Reg,OldTown,2fmCon,1Story,None,2,3,3,960,2,1,960,960,1,2,1,2,576,1,0,0,0,1,1,0,35
607,27,RL,8400,Reg,NAmes,1Fam,1Story,None,2,3,1,882,2,1,882,882,1,2,3,2,525,1,0,1,0,1,1,0,20
608,241,RL,10420,Reg,Edwards,1Fam,1Story,None,2,4,2,1212,4,1,1212,1212,1,3,2,2,460,1,0,0,0,0,2,0,30
609,906,RH,6300,Reg,SWISU,1Fam,1.5Fin,BrkFace,2,3,1,832,2,1,832,1268,1,2,1,1,250,1,1,0,1,0,2,0,20
610,1506,RL,12180,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,585,3,1,585,1053,1,4,0,0,0,0,0,0,0,0,2,0,35
611,2098,RL,9965,Reg,CollgCr,1Fam,2Story,Stone,3,5,4,1466,4,1,1466,2828,1,3,2,3,1052,1,0,0,1,1,3,0,40
612,1435,RL,8696,IR1,CollgCr,1Fam,1Story,BrkFace,2,4,4,1418,4,1,1418,1418,1,3,2,2,558,1,0,0,1,1,2,0,35
613,2213,RL,13108,IR2,Crawfor,1Fam,1Story,None,2,0,0,0,1,1,1226,1226,1,2,3,2,400,1,0,0,1,0,2,0,25
614,1274,RL,8064,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,768,4,1,819,1320,1,2,1,2,576,1,0,1,0,0,2,0,36
615,743,RM,6120,Reg,BrkSide,1Fam,1Story,None,1,3,1,264,1,0,800,800,1,1,0,0,0,0,0,0,1,0,1,0,6
616,1737,RL,8899,IR1,Gilbert,1Fam,1Story,None,3,4,3,1340,4,1,1340,1340,1,3,3,2,396,1,0,0,0,0,2,0,35
617,2797,RL,10566,IR1,CollgCr,1Fam,2Story,BrkFace,3,4,3,1090,4,1,1090,2214,1,3,3,3,646,1,0,0,1,1,3,0,40
618,2185,RL,6882,Reg,Edwards,Duplex,1Story,BrkCmn,2,0,0,0,2,0,1152,1152,2,1,0,0,0,0,0,0,0,0,2,0,12
619,58,RL,7750,IR1,Gilbert,1Fam,SLvl,None,2,4,1,384,4,1,774,1430,1,2,3,2,400,1,0,0,1,0,3,0,35
620,830,RL,7314,Reg,CollgCr,1Fam,1Story,Stone,3,4,3,1232,4,1,1232,1232,1,3,2,2,632,1,0,0,0,1,2,0,35
621,808,RL,7018,Reg,SawyerW,Duplex,1Story,None,2,0,0,0,2,1,1535,1535,2,2,1,2,410,1,0,0,0,0,2,0,25
622,680,RL,7200,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,1208,3,1,1136,1904,1,2,1,1,240,1,0,1,0,1,2,0,20
623,1153,RL,8450,Reg,Sawyer,2fmCon,1Story,None,2,3,2,890,3,0,890,890,1,2,1,1,308,1,0,0,0,1,1,0,25
624,1291,RM,6000,Reg,OldTown,1Fam,2.5Unf,None,3,3,1,728,3,1,728,1456,1,3,1,1,308,0,0,0,0,0,2,0,42
625,1818,RH,8400,Reg,SawyerW,Duplex,1Story,BrkFace,2,0,0,0,2,1,2020,2020,2,2,1,2,630,1,0,0,1,0,2,0,25
626,2161,RL,8145,IR1,CollgCr,1Fam,2Story,None,3,4,1,738,4,1,738,1476,1,3,2,2,552,1,0,0,0,0,3,0,35
627,1883,RL,8892,IR1,NAmes,1Fam,1Story,BrkCmn,2,3,1,1065,3,1,1065,1065,1,2,1,2,461,1,0,0,0,0,2,0,25
628,350,RL,7296,IR1,StoneBr,TwnhsE,1Story,None,3,5,3,2208,4,1,2522,2522,1,3,3,2,564,1,0,0,1,1,2,1,40
629,2473,RL,13072,Reg,SawyerW,1Fam,1Story,None,2,4,1,1131,4,1,1131,1131,1,3,0,0,0,1,0,0,0,0,2,0,30
630,295,RL,15600,Reg,Crawfor,Duplex,2Story,BrkFace,2,3,1,1032,4,1,1102,2177,2,2,1,2,484,1,0,0,0,0,3,0,30
631,293,RL,9638,Reg,SWISU,1Fam,1.5Fin,None,2,3,1,804,4,1,1699,2447,1,3,1,1,336,1,0,0,1,0,2,0,42
632,859,RL,15523,IR1,CollgCr,1Fam,1Story,None,2,3,3,864,4,1,864,864,1,2,1,1,338,1,0,0,1,1,1,1,30
633,288,RL,8212,Reg,Edwards,1Fam,1Story,None,2,3,1,864,2,0,864,864,1,2,1,1,200,1,1,0,0,1,1,0,9
634,1578,RL,9735,Reg,Timber,1Fam,SLvl,None,2,4,1,384,3,1,754,1394,1,3,3,2,400,1,0,0,0,0,3,0,25
635,102,FV,2980,Reg,Somerst,TwnhsE,2Story,BrkFace,3,4,1,756,4,1,756,1512,1,3,1,2,440,1,0,0,0,1,3,0,30
636,2831,RM,2522,Reg,Edwards,Twnhs,2Story,Stone,3,4,1,970,4,1,970,1709,1,3,1,2,380,1,0,0,0,0,2,0,30
637,1030,RL,10400,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1444,2,1,1444,1444,1,2,1,2,473,1,0,1,1,0,2,0,30
638,2551,RL,10800,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1248,4,1,1248,1248,1,2,1,1,286,1,0,1,0,1,1,0,35
639,1286,RM,10440,Reg,OldTown,1Fam,2Story,None,2,3,1,650,3,1,958,1539,1,3,1,2,686,0,1,0,1,0,2,0,40
640,958,RL,12898,IR1,Timber,1Fam,1Story,Stone,3,5,4,1620,4,1,1620,1620,1,4,3,3,912,1,0,0,1,1,2,0,45
641,776,RL,8740,IR1,Sawyer,1Fam,SFoyer,None,2,3,3,840,2,1,860,860,1,2,1,2,528,1,0,0,0,1,1,0,30
642,72,FV,10440,Reg,Somerst,1Fam,1Story,None,3,5,1,1468,4,1,1468,1468,1,3,3,2,528,1,0,0,1,1,2,0,30
643,2263,RL,10991,IR1,Timber,1Fam,1Story,BrkFace,3,4,4,1571,4,1,1571,1571,1,3,3,3,722,1,0,0,1,0,2,0,40
644,1866,RL,8723,IR1,NWAmes,1Fam,SFoyer,None,2,4,3,973,4,1,1082,1082,1,2,1,2,480,1,0,0,0,1,1,0,36
645,2876,RM,7030,Reg,IDOTRR,1Fam,1Story,None,2,3,1,641,3,1,641,641,1,1,1,1,272,0,0,1,0,0,1,0,24
646,2146,RL,9375,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,1284,4,1,1284,2169,1,3,2,2,647,1,0,0,1,0,3,0,40
647,103,FV,2572,Reg,Somerst,Twnhs,2Story,None,3,4,1,696,4,1,696,1416,1,3,1,2,484,1,0,0,0,1,3,0,35
648,1500,RM,3675,Reg,Edwards,TwnhsE,SLvl,BrkFace,2,4,4,547,4,1,1072,1072,1,2,2,2,525,1,0,0,0,1,1,0,30
649,492,RL,24682,IR3,Gilbert,1Fam,2Story,None,2,4,1,841,4,1,892,1675,1,2,3,2,502,1,0,0,1,0,3,1,30
650,167,RL,7635,IR1,NAmes,1Fam,1Story,None,2,3,1,1175,4,1,1175,1175,1,2,2,2,484,1,0,0,0,0,2,0,30
651,2597,RL,5400,Reg,OldTown,1Fam,1Story,None,2,3,1,833,4,1,833,833,1,3,1,1,326,1,0,1,0,0,1,0,35
652,2685,RM,6380,Reg,BrkSide,1Fam,1.5Unf,None,2,3,1,993,2,1,1048,1048,1,2,1,1,280,1,0,0,1,0,1,0,30
653,1035,RL,9750,Reg,NAmes,1Fam,1Story,None,2,4,1,1054,3,1,1054,1054,1,2,1,2,460,1,0,0,0,1,2,0,48
654,1220,RL,6627,IR1,BrkSide,1Fam,1Story,None,2,0,0,0,2,0,720,720,1,2,1,1,287,1,0,0,0,0,1,0,18
655,2602,RL,7200,Reg,OldTown,1Fam,2Story,None,2,3,1,663,4,1,774,1595,1,2,1,2,528,1,1,0,1,0,2,0,48
656,2159,RL,8200,Reg,CollgCr,1Fam,2Story,None,3,4,1,847,4,1,847,1928,1,3,3,2,434,1,0,0,1,0,3,0,35
657,695,RM,10307,Reg,OldTown,Duplex,2Story,None,2,3,2,972,3,0,972,1944,2,2,1,2,324,0,1,0,0,1,2,0,30
658,1109,RL,10944,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1223,4,1,1223,2127,1,3,2,2,525,1,0,0,1,1,3,0,35
659,640,RL,19296,Reg,NAmes,1Fam,SLvl,BrkFace,2,3,4,1362,2,1,1382,1382,1,2,1,2,884,1,0,1,1,1,1,0,30
660,1652,RL,10395,IR1,NWAmes,1Fam,SLvl,BrkFace,2,4,3,1032,2,1,1032,1032,1,2,1,2,564,1,0,1,1,1,2,0,36
661,2090,RL,23920,Reg,SawyerW,1Fam,1.5Fin,None,2,3,1,1105,4,1,1105,1822,1,3,1,2,515,0,0,0,1,0,2,0,30
662,1188,RL,11050,Reg,NWAmes,1Fam,1Story,None,2,3,1,1740,1,1,1740,1740,1,2,2,2,512,1,0,1,1,0,2,0,30
663,2345,RL,16659,IR1,NWAmes,1Fam,2Story,BrkFace,2,3,1,795,1,1,1468,2263,1,3,3,2,539,1,0,0,1,1,3,0,49
664,1059,RL,13418,Reg,NridgHt,1Fam,2Story,BrkFace,3,5,4,1850,4,1,1850,2748,1,4,3,3,850,1,0,0,1,1,3,0,45
665,2751,RL,11003,IR2,CollgCr,1Fam,2Story,None,3,4,1,1308,4,1,1308,1876,1,3,2,3,848,1,0,0,0,0,3,0,35
666,128,RL,9724,Reg,NAmes,1Fam,1.5Fin,BrkFace,3,3,1,1140,3,1,1929,2461,1,2,1,2,400,1,0,1,1,0,2,0,35
667,1523,RL,7804,Reg,SWISU,Duplex,2.5Unf,None,2,3,1,960,4,1,960,1920,2,2,1,2,480,1,0,0,1,2,4,0,42
668,2925,RL,20000,Reg,Mitchel,1Fam,1Story,None,2,3,1,1224,4,1,1224,1224,1,2,1,2,576,1,0,0,1,1,1,0,35
669,2145,RL,10386,Reg,CollgCr,1Fam,1Story,Stone,3,4,1,2000,4,1,2000,2000,1,3,3,3,888,1,0,0,0,1,2,0,40
670,1121,FV,8640,Reg,Somerst,1Fam,1Story,None,3,4,1,1363,4,1,1372,1372,1,3,2,2,588,1,0,0,0,0,2,0,40
671,566,FV,2880,Reg,Somerst,Twnhs,2Story,None,3,4,1,1376,4,1,1376,3005,1,3,3,3,704,1,1,0,1,0,3,0,35
672,565,RL,11949,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,1,975,4,1,975,1755,1,3,1,2,524,1,0,1,1,1,3,0,56
673,1331,RL,7010,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,1024,2,1,1144,1738,1,2,1,1,240,0,0,0,1,0,2,0,25
674,2928,RL,10441,Reg,Mitchel,1Fam,SFoyer,None,2,4,3,912,2,1,970,970,1,2,0,0,0,1,0,1,0,1,1,0,25
675,156,RL,10200,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1086,3,1,1086,1086,1,2,1,2,490,1,0,1,0,1,1,0,35
676,797,RL,11409,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,768,3,1,1148,1716,1,2,1,1,281,1,0,0,1,0,2,0,20
677,327,RM,1974,Reg,MeadowV,TwnhsE,2Story,None,2,3,1,546,2,1,546,1092,1,2,2,1,286,1,0,0,0,0,2,0,20
678,2859,RL,21780,Reg,Crawfor,1Fam,2Story,None,2,3,1,817,3,1,940,1550,1,2,1,1,318,0,0,1,1,0,2,0,30
679,1453,RL,7200,Reg,CollgCr,1Fam,1Story,None,2,3,3,780,4,1,780,780,1,2,1,1,352,1,0,1,0,0,1,0,35
680,1762,RL,12191,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,3,1779,4,1,1779,2551,1,3,3,3,925,1,0,0,1,1,3,0,40
681,1868,RL,11358,IR1,NWAmes,1Fam,1Story,None,2,3,1,1124,2,1,1610,1610,1,3,2,2,515,1,0,0,1,0,2,0,49
682,1760,RL,9649,IR1,Gilbert,1Fam,2Story,None,2,4,1,941,4,1,961,1644,1,2,2,2,460,1,0,0,1,0,3,0,30
683,1113,RL,11957,IR1,Somerst,1Fam,1Story,BrkFace,3,4,1,1574,4,1,1574,1574,1,3,2,3,824,1,0,0,1,0,2,0,40
684,1812,RL,11613,IR2,SawyerW,1Fam,2Story,None,3,4,1,864,4,1,920,1820,1,3,2,2,492,1,0,1,0,0,3,0,30
685,117,RL,9600,Reg,NWAmes,1Fam,2Story,None,2,3,1,715,2,1,930,1645,1,2,2,2,441,1,0,1,0,0,3,0,36
686,1142,RL,8125,Reg,SawyerW,1Fam,1Story,BrkFace,2,4,1,1408,4,1,1679,1679,1,3,2,2,575,1,0,0,1,1,2,0,30
687,2342,RL,18261,IR1,StoneBr,1Fam,1Story,BrkFace,4,5,4,1910,4,1,2000,2000,1,4,1,3,722,1,0,0,1,1,3,0,45
688,927,RL,9100,Reg,Crawfor,1Fam,1Story,None,2,3,2,1112,4,1,1112,1112,1,2,1,1,390,1,0,1,1,1,1,0,30
689,2478,RL,8304,IR1,SawyerW,1Fam,2Story,None,2,4,1,941,4,1,941,1837,1,2,2,2,688,1,0,1,0,0,3,0,30
690,655,RL,5470,Reg,OldTown,1Fam,1Story,None,2,3,1,792,3,1,792,792,1,2,1,1,366,1,0,0,0,0,1,0,15
691,2064,RL,8169,Reg,Sawyer,1Fam,1Story,None,2,3,1,912,4,1,912,912,1,3,1,1,315,1,0,1,0,1,1,0,35
692,369,RL,16158,IR1,StoneBr,1Fam,1Story,Stone,3,5,3,1530,4,1,1530,1530,1,3,3,2,430,1,0,0,1,1,2,0,35
693,2239,RM,8263,Reg,IDOTRR,1Fam,1Story,None,2,3,1,1012,2,1,1012,1012,1,2,1,1,308,1,0,1,1,0,1,0,30
694,2732,RL,5271,IR1,ClearCr,1Fam,1Story,None,2,4,4,1453,3,1,1453,1453,1,3,2,2,445,1,0,0,1,1,2,0,35
695,1653,RL,11850,Reg,NWAmes,1Fam,1Story,BrkFace,2,4,1,1153,2,1,1177,1177,1,3,3,2,495,1,0,1,0,0,2,0,36
696,959,RL,13159,IR1,Timber,1Fam,2Story,None,2,5,3,846,3,1,846,1692,1,3,2,2,650,1,0,0,0,0,3,0,35
697,2395,RL,11643,IR1,NridgHt,1Fam,2Story,BrkFace,3,5,3,1524,4,1,1544,2358,1,4,3,3,784,1,0,0,1,1,3,0,40
698,1412,RL,9350,Reg,Edwards,Duplex,SFoyer,None,2,4,3,864,1,0,864,864,1,2,0,0,0,1,0,0,0,1,1,0,25
699,271,RL,10635,IR2,CollgCr,1Fam,1Story,BrkFace,3,4,3,1657,4,1,1668,1668,1,3,3,2,502,1,0,0,1,1,2,0,40
700,1484,RM,4438,Reg,CollgCr,TwnhsE,1Story,BrkFace,3,4,3,848,4,1,848,848,1,3,2,2,420,1,0,0,1,1,1,0,30
701,1497,RL,7024,Reg,Edwards,1Fam,1Story,None,2,4,1,1132,4,1,1132,1132,1,3,3,2,451,1,0,0,0,1,2,0,20
702,552,RL,8250,Reg,SawyerW,Duplex,2Story,None,2,0,0,0,2,1,964,1882,2,2,1,2,612,1,0,0,1,0,2,0,42
703,2,RH,11622,Reg,NAmes,1Fam,1Story,None,2,3,1,882,2,1,896,896,1,2,1,1,730,1,0,1,0,0,1,0,30
704,1855,RL,12000,Reg,Veenker,1Fam,1Story,BrkFace,3,4,1,2002,4,1,2362,2362,1,3,2,2,546,1,0,0,1,1,3,0,42
705,4,RL,11160,Reg,NAmes,1Fam,1Story,None,3,3,1,2110,4,1,2110,2110,1,4,3,2,522,1,0,0,1,1,3,0,35
706,2292,RL,11333,IR1,Mitchel,1Fam,SLvl,None,2,4,3,1029,2,1,1062,1062,1,2,2,2,539,1,0,0,1,1,1,0,30
707,134,RL,7800,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1268,3,1,1268,1268,1,2,3,1,244,1,0,0,1,0,1,0,30
708,646,RL,10434,Reg,NAmes,1Fam,1Story,None,2,3,1,1005,2,1,1005,1005,1,1,1,2,672,1,0,0,1,0,1,0,20
709,42,RL,11520,Reg,NridgHt,1Fam,1Story,BrkFace,3,5,1,1698,4,1,1698,1698,1,4,3,3,730,1,0,0,1,0,2,0,45
710,532,FV,8736,IR1,Somerst,1Fam,1Story,None,3,4,1,1553,4,1,1553,1553,1,3,2,2,588,1,0,0,0,1,2,0,35
