MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,SalePrice,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
1637,RL,8730,Reg,BrkSide,1Fam,2Story,None,2,3,1,698.0,4,1,698,1396,1,2,1,1.0,384.0,1,153575,0,0,0,0.0,1,0,42
1639,RL,14450,Reg,NridgHt,1Fam,1Story,BrkFace,4,5,4,2121.0,4,1,2121,2121,1,4,3,3.0,732.0,1,415298,0,0,1,0.0,3,0,45
1640,RM,5400,Reg,OldTown,1Fam,1.5Fin,None,1,3,1,972.0,4,1,1044,1480,1,2,1,1.0,207.0,1,119000,0,0,0,0.0,1,0,36
1641,RL,10000,Reg,Somerst,1Fam,1Story,Stone,3,4,3,1588.0,4,1,1588,1588,1,3,2,3.0,825.0,1,227000,0,0,1,0.0,2,0,40
1642,RL,10007,IR1,NAmes,1Fam,1Story,BrkFace,3,3,1,1053.0,4,1,1053,1053,1,3,2,1.0,312.0,1,145500,0,1,0,1.0,2,0,35
1643,RM,7830,Reg,OldTown,1Fam,1Story,None,2,2,1,492.0,2,1,492,492,1,2,1,1.0,200.0,0,61500,0,0,0,1.0,1,0,15
1644,RL,11727,Reg,NAmes,1Fam,1Story,BrkFace,2,3,2,1851.0,3,1,1851,1851,1,2,3,2.0,506.0,1,192100,0,0,1,0.0,2,0,42
1645,RM,10320,Reg,IDOTRR,2fmCon,2Story,None,2,3,1,698.0,4,1,754,1403,1,2,1,1.0,308.0,1,116000,1,0,0,1.0,2,0,42
1646,RL,10482,Reg,NAmes,1Fam,SLvl,BrkFace,2,3,3,588.0,4,1,1138,1138,1,2,2,1.0,264.0,1,145000,0,1,0,1.0,1,0,48
1647,RL,15274,IR1,NridgHt,1Fam,1Story,BrkFace,3,5,1,2452.0,4,1,2452,2452,1,4,3,3.0,886.0,1,445000,0,1,1,2.0,2,0,45
1648,RL,8800,IR1,CollgCr,1Fam,1Story,None,2,4,2,1040.0,2,1,1040,1040,1,3,1,2.0,484.0,1,150500,0,0,0,0.0,2,0,35
1649,RL,10000,IR1,Gilbert,1Fam,2Story,None,2,4,1,763.0,3,1,763,1655,1,2,3,2.0,440.0,1,175900,0,0,1,0.0,3,0,30
1650,RL,10140,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1116.0,4,1,1116,1116,1,2,2,2.0,528.0,1,167900,0,1,1,1.0,2,0,36
1651,RL,14054,IR1,Gilbert,1Fam,2Story,None,3,4,3,879.0,4,1,879,1863,1,3,3,3.0,660.0,1,219210,0,0,1,0.0,3,0,35
1652,RL,11218,Reg,SawyerW,1Fam,2Story,None,3,4,1,1055.0,4,1,1055,1845,1,3,2,2.0,462.0,1,189000,0,1,1,0.0,3,0,30
1653,RL,8856,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1176.0,2,1,1176,1176,1,2,2,1.0,292.0,1,136500,0,0,1,1.0,1,0,20
1654,RL,7800,Reg,Sawyer,1Fam,1Story,BrkFace,2,3,2,864.0,4,1,892,892,1,3,1,1.0,416.0,1,137900,0,0,0,1.0,1,0,35
1655,RM,7200,Reg,OldTown,1Fam,1Story,None,2,3,1,1022.0,2,0,1022,1022,1,2,1,1.0,280.0,1,85000,0,0,0,1.0,1,0,20
1656,RL,10680,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,2136.0,2,0,2136,2136,1,2,1,2.0,528.0,1,137900,0,1,0,0.0,2,0,15
1657,RL,9535,IR1,Gilbert,1Fam,2Story,None,2,4,4,926.0,4,1,926,1604,1,2,3,2.0,472.0,1,195500,0,0,0,0.0,3,0,30
1658,RL,6858,Reg,SWISU,1Fam,2Story,None,2,4,1,806.0,2,0,841,1647,1,1,1,1.0,216.0,1,128000,0,0,0,1.0,2,0,24
1659,RL,8100,Reg,Sawyer,1Fam,1Story,None,2,3,1,864.0,4,1,864,864,1,3,1,1.0,420.0,1,135000,0,0,1,1.0,1,0,40
1660,RL,9216,IR1,CollgCr,1Fam,1Story,BrkFace,2,3,3,1076.0,2,1,1076,1076,1,2,1,2.0,576.0,1,143195,0,1,1,0.0,2,0,30
1661,RM,9100,Reg,BrkSide,1Fam,1Story,None,2,3,1,742.0,2,1,779,935,1,2,1,1.0,308.0,0,79500,0,0,0,0.0,1,0,30
1662,RL,12774,Reg,SawyerW,1Fam,2Story,BrkFace,3,4,3,835.0,4,1,835,1663,1,3,2,2.0,478.0,1,192500,0,0,0,0.0,3,0,35
1663,RM,6000,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,768.0,2,1,768,1328,1,2,1,1.0,308.0,1,129500,0,1,0,0.0,2,0,35
1664,RL,10364,IR1,Gilbert,1Fam,2Story,None,2,4,1,806.0,3,1,806,1572,1,2,3,2.0,373.0,1,168000,0,0,1,0.0,3,0,30
1665,RM,6000,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,739.0,4,1,874,1342,2,2,1,1.0,240.0,1,105000,0,0,1,0.0,2,0,30
1666,RL,10530,IR1,NAmes,1Fam,1Story,None,2,3,1,981.0,2,1,981,981,1,2,1,2.0,576.0,1,143250,0,0,0,1.0,2,0,30
1667,RL,9525,Reg,CollgCr,1Fam,1Story,None,2,4,1,1099.0,4,1,1099,1099,1,3,1,1.0,352.0,1,144000,0,0,0,0.0,2,0,30
1668,RL,8880,IR1,SawyerW,1Fam,2Story,None,3,4,1,948.0,4,1,1222,2110,1,3,2,2.0,463.0,1,205000,0,0,1,1.0,3,0,35
1669,RL,8410,IR1,Mitchel,1Fam,SFoyer,None,2,4,3,970.0,2,1,1026,1026,1,2,1,2.0,528.0,1,143000,0,0,1,1.0,1,0,36
1670,FV,4385,IR1,Somerst,TwnhsE,1Story,None,3,5,3,1419.0,4,1,1419,1419,1,4,3,2.0,588.0,1,290000,0,0,1,1.0,2,0,45
1671,RL,12919,IR1,NridgHt,1Fam,1Story,Stone,4,5,4,2330.0,4,1,2364,2364,1,4,3,3.0,820.0,1,611657,0,0,1,1.0,3,0,45
1672,RL,12464,IR2,CollgCr,1Fam,1Story,None,2,4,1,1040.0,3,1,1040,1040,1,3,1,2.0,576.0,1,152000,0,1,0,1.0,1,0,25
1673,RL,5005,IR1,StoneBr,TwnhsE,1Story,None,3,4,1,1280.0,4,1,1280,1280,1,3,2,2.0,506.0,1,191500,0,0,0,0.0,2,0,40
1674,RL,9591,Reg,NridgHt,1Fam,2Story,BrkFace,3,5,3,1143.0,4,1,1143,2473,1,3,2,3.0,852.0,1,317000,0,0,1,0.0,3,0,40
1675,RL,6960,Reg,Sawyer,1Fam,1.5Fin,None,2,3,1,680.0,4,1,798,1302,1,3,1,1.0,224.0,1,165250,0,1,1,0.0,2,0,56
1676,RL,9825,Reg,Edwards,1Fam,1Story,None,2,3,1,1092.0,2,1,1092,1092,1,2,1,1.0,264.0,1,123000,0,1,0,0.0,1,0,25
1677,RL,14175,Reg,Sawyer,1Fam,1Story,None,2,3,4,988.0,2,1,1188,1188,1,2,1,2.0,621.0,1,185000,0,0,1,1.0,1,0,48
1678,RL,7400,Reg,NAmes,1Fam,1Story,None,2,3,1,1045.0,3,1,1045,1045,1,2,1,2.0,528.0,1,120000,0,0,0,1.0,1,0,42
1679,RL,10738,IR1,NWAmes,1Fam,1Story,None,2,3,1,1093.0,3,1,1093,1093,1,2,2,2.0,484.0,1,158500,0,1,1,1.0,2,0,42
1680,RL,8366,IR1,SawyerW,1Fam,2Story,None,3,4,1,798.0,4,1,798,1640,1,3,2,2.0,520.0,1,173000,0,0,0,0.0,3,0,30
1681,RL,9842,Reg,NAmes,Duplex,1Story,None,2,0,0,0.0,2,1,1224,1224,2,2,1,2.0,462.0,1,101800,0,0,0,0.0,2,0,20
1682,RL,7200,Reg,SWISU,1Fam,2Story,None,3,4,1,560.0,4,1,575,1135,1,3,2,2.0,576.0,1,155000,0,1,0,1.0,1,0,63
1683,RL,10230,Reg,OldTown,1Fam,1Story,None,2,3,1,1054.0,4,1,1078,1078,1,4,1,1.0,264.0,0,125000,1,1,0,0.0,1,0,35
1684,RM,8626,Reg,OldTown,1Fam,1Story,None,2,0,0,0.0,3,1,968,968,1,2,1,1.0,331.0,1,104500,0,0,0,0.0,1,0,24
1685,RL,8834,Reg,NridgHt,1Fam,2Story,Stone,3,5,1,1462.0,4,1,1462,2224,1,4,3,3.0,738.0,1,350000,0,0,1,1.0,3,0,45
1686,RL,8544,Reg,NAmes,Duplex,1Story,None,2,0,0,0.0,3,0,1040,1040,2,2,1,2.0,400.0,1,93500,0,0,0,0.0,2,0,12
1687,RL,9179,IR1,CollgCr,1Fam,2Story,BrkFace,3,4,1,873.0,4,1,882,1790,1,3,2,2.0,588.0,1,193000,0,0,0,1.0,3,0,35
1688,RL,11526,IR1,Crawfor,1Fam,2.5Fin,None,2,5,1,588.0,1,1,1423,2555,1,2,3,2.0,672.0,1,191000,0,0,1,0.0,2,0,42
1689,RM,5684,Reg,OldTown,1Fam,1Story,None,2,3,1,813.0,4,1,813,813,1,3,1,1.0,270.0,0,110000,0,0,0,0.0,1,0,48
1690,RL,11885,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,3,1299.0,4,1,1299,1872,1,4,2,2.0,531.0,1,261500,0,0,1,1.0,3,0,40
1691,RL,9600,Reg,NAmes,1Fam,1Story,None,2,3,1,1050.0,3,1,1050,1050,1,2,1,1.0,338.0,1,128900,0,0,0,0.0,1,0,30
1692,RL,17242,IR1,NoRidge,1Fam,2Story,BrkFace,3,5,4,1733.0,4,1,1933,3500,1,4,2,3.0,959.0,1,584500,0,0,1,1.0,4,0,45
1693,RL,10215,Reg,Edwards,1Fam,1Story,BrkFace,2,3,1,864.0,4,1,948,948,1,2,1,1.0,248.0,1,111000,0,0,0,0.0,1,0,20
1694,RL,8550,Reg,BrkSide,1Fam,1.5Fin,None,2,2,1,750.0,2,1,960,1316,1,2,1,2.0,576.0,1,90000,0,0,0,0.0,1,0,25
1695,RL,18450,IR1,NAmes,1Fam,2Story,BrkCmn,2,4,1,1021.0,2,1,1465,2380,1,2,1,2.0,596.0,1,129000,0,0,1,0.0,3,0,30
1696,RL,14778,IR1,Crawfor,1Fam,1Story,BrkFace,3,3,1,1296.0,4,1,1640,1640,1,3,1,2.0,924.0,1,224000,0,0,1,1.0,1,1,42
1697,FV,3180,Reg,Somerst,TwnhsE,2Story,None,3,4,1,600.0,4,1,600,1200,1,3,2,2.0,480.0,1,165000,1,0,0,1.0,3,0,30
1698,RM,3068,Reg,OldTown,1Fam,2Story,None,2,3,1,662.0,4,1,662,1324,1,2,1,1.0,180.0,1,122000,1,1,0,1.0,1,0,48
1699,RL,8298,IR1,Timber,1Fam,1Story,None,3,4,3,1546.0,4,1,1564,1564,1,4,2,2.0,502.0,1,267300,0,0,1,0.0,2,0,40
1700,RL,13518,Reg,NridgHt,1Fam,2Story,Stone,4,5,1,1926.0,4,1,1966,3140,1,4,3,3.0,820.0,1,485000,0,0,1,0.0,4,0,45
1701,RM,33120,IR3,OldTown,1Fam,1.5Fin,None,2,3,1,1595.0,2,1,1611,2486,1,2,1,2.0,576.0,1,220000,0,0,1,0.0,2,0,30
1702,RL,13142,IR1,CollgCr,1Fam,2Story,BrkFace,2,4,1,864.0,4,1,872,1771,1,3,2,2.0,600.0,1,215700,0,0,0,1.0,3,0,30
1703,RL,11362,IR1,NridgHt,1Fam,1Story,Stone,3,5,2,1836.0,4,1,1836,1836,1,3,3,3.0,862.0,1,280000,0,0,1,1.0,2,0,40
1704,RL,10845,IR1,NridgHt,1Fam,1Story,BrkFace,3,4,2,1603.0,4,1,1575,1575,1,3,3,3.0,732.0,1,284000,0,0,1,1.0,2,0,40
1705,RM,1936,Reg,MeadowV,Twnhs,SFoyer,None,2,4,3,630.0,3,1,630,630,1,2,0,0.0,0.0,1,84500,0,1,0,1.0,1,0,24
1706,RL,9760,Reg,NAmes,1Fam,1Story,BrkFace,2,3,4,1395.0,2,1,1395,1395,1,2,2,2.0,440.0,1,192000,0,0,1,1.0,1,0,42
1707,RM,3960,Reg,OldTown,1Fam,2Story,None,2,3,1,502.0,2,0,502,1004,1,3,1,1.0,200.0,0,105000,1,1,1,0.0,1,0,56
1708,RL,9100,Reg,CollgCr,1Fam,1Story,None,3,4,1,1860.0,4,1,1836,1836,1,3,3,2.0,484.0,1,216837,0,0,1,0.0,2,0,35
1709,RL,9600,Reg,NAmes,1Fam,1Story,BrkFace,1,3,1,1296.0,2,1,1496,1496,1,3,2,2.0,450.0,1,141500,0,1,0,0.0,2,0,30
1710,RL,9764,IR1,Sawyer,1Fam,1Story,None,2,3,1,894.0,4,1,894,894,1,3,2,2.0,450.0,1,130000,0,0,0,1.0,1,0,35
1711,RL,8430,Reg,CollgCr,1Fam,1Story,BrkFace,2,4,1,1040.0,2,1,1040,1040,1,2,0,0.0,0.0,1,124000,0,0,0,0.0,2,0,25
1712,RM,9060,Reg,IDOTRR,1Fam,2Story,None,2,4,1,859.0,4,1,942,1828,1,3,0,2.0,420.0,1,150909,0,1,0,0.0,2,0,30
1713,RL,12778,Reg,NAmes,1Fam,1Story,None,2,3,1,1008.0,4,1,1008,1008,1,2,2,1.0,280.0,1,139500,0,1,0,1.0,1,0,30
1714,RL,8172,Reg,Edwards,1Fam,1Story,None,2,3,1,864.0,2,1,864,864,1,2,1,2.0,528.0,0,79275,0,0,0,1.0,1,0,20
1715,RL,9037,IR1,Timber,1Fam,1Story,BrkFace,3,4,3,1476.0,4,1,1484,1484,1,4,2,2.0,472.0,1,265900,0,0,1,0.0,2,0,40
1716,RL,6292,Reg,SWISU,1Fam,1Story,None,2,4,2,768.0,2,0,790,790,1,2,1,1.0,160.0,1,91000,0,0,0,0.0,1,0,30
1717,RL,11900,Reg,Gilbert,1Fam,2Story,BrkFace,2,4,1,1122.0,4,1,946,1934,1,2,1,2.0,567.0,0,185000,0,0,1,1.0,3,0,30
1718,RL,7945,Reg,NAmes,1Fam,1Story,None,2,3,1,1150.0,4,1,1150,1150,1,2,2,1.0,300.0,1,141000,0,0,0,1.0,1,0,30
1719,RL,16659,IR1,NridgHt,1Fam,2Story,None,3,4,1,1582.0,4,1,1582,2152,1,3,1,2.0,728.0,1,260116,0,0,1,0.0,3,0,40
1720,RL,9340,Reg,Edwards,1Fam,1Story,None,2,3,1,672.0,2,1,672,672,1,2,1,1.0,234.0,0,113000,0,0,0,1.0,1,0,24
1721,RL,11454,IR2,SawyerW,1Fam,SLvl,BrkFace,3,4,4,1401.0,4,1,1511,1511,1,3,3,3.0,811.0,1,225000,0,0,1,1.0,2,0,40
1722,RL,8480,Reg,NAmes,1Fam,1Story,None,2,3,1,793.0,2,1,793,793,1,1,1,1.0,240.0,1,113000,0,0,0,1.0,1,0,30
1723,RL,6305,Reg,Edwards,1Fam,SLvl,None,2,3,3,1008.0,2,1,1096,1096,1,2,1,1.0,352.0,1,125200,0,0,1,1.0,1,0,36
1724,RL,9709,IR1,NridgHt,1Fam,2Story,Stone,4,5,4,918.0,4,1,958,2100,1,4,3,3.0,786.0,1,319500,0,0,1,1.0,3,0,40
1725,RL,10930,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,913.0,2,1,1048,1558,1,2,1,1.0,288.0,1,140000,1,0,1,1.0,2,0,30
1726,RL,50102,IR1,Timber,1Fam,1Story,None,2,4,4,1632.0,2,1,1650,1650,1,2,1,2.0,518.0,1,250764,0,0,1,1.0,1,0,30
1727,RL,8899,Reg,NridgHt,1Fam,2Story,Stone,4,4,3,948.0,4,1,948,2088,1,3,3,3.0,656.0,1,250000,0,0,1,0.0,3,0,40
1728,RL,10237,Reg,Gilbert,1Fam,2Story,None,3,4,1,768.0,4,1,768,1536,1,3,3,2.0,400.0,1,176000,0,0,1,0.0,3,0,30
1729,RL,9736,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1331.0,3,1,1721,1721,1,2,1,2.0,464.0,1,174850,0,0,1,0.0,1,0,36
1730,RL,2364,Reg,NPkVill,TwnhsE,2Story,None,2,4,1,804.0,2,1,804,1548,1,2,1,2.0,440.0,1,147000,0,0,1,1.0,3,0,30
1731,RL,7892,Reg,SawyerW,TwnhsE,1Story,None,2,4,1,918.0,2,1,918,918,1,2,1,1.0,264.0,1,99500,0,0,1,0.0,2,0,30
1732,RL,12350,Reg,NridgHt,1Fam,2Story,None,3,5,1,1365.0,4,1,1365,2690,1,4,2,3.0,864.0,1,398800,0,0,1,1.0,3,0,45
1733,RL,7917,Reg,Gilbert,1Fam,2Story,None,2,4,1,953.0,4,1,953,1647,1,2,2,2.0,460.0,1,175000,0,0,1,0.0,3,0,30
1734,RL,7200,Reg,NAmes,1Fam,1Story,None,2,3,1,825.0,2,1,825,825,1,2,1,1.0,350.0,1,109500,0,0,0,1.0,1,0,35
1735,RL,12155,IR3,NAmes,1Fam,1Story,None,2,4,1,1657.0,3,1,1657,1657,1,2,1,2.0,484.0,1,163500,0,0,1,1.0,2,0,18
1736,RL,7446,Reg,BrkSide,1Fam,1Story,None,2,3,1,788.0,2,1,788,788,1,2,0,0.0,0.0,1,100000,0,1,1,0.0,1,0,20
1737,RL,11025,Reg,NoRidge,1Fam,2Story,BrkFace,3,5,4,1334.0,4,1,1520,2826,1,3,2,3.0,888.0,1,334000,0,0,1,1.0,3,0,40
1738,RL,7832,Reg,Sawyer,1Fam,1Story,None,2,3,1,864.0,4,1,864,864,1,2,1,1.0,280.0,1,137250,0,0,0,1.0,1,0,25
1739,RL,19378,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,2,1392.0,4,1,1392,2462,1,3,2,2.0,576.0,1,320000,0,0,1,1.0,3,0,35
1740,RL,9830,IR1,NAmes,1Fam,1Story,None,2,3,1,1063.0,4,1,1287,1287,1,3,3,2.0,576.0,1,162000,0,0,1,1.0,1,0,35
1741,FV,4403,IR2,Somerst,1Fam,1Story,Stone,4,5,3,1470.0,4,1,1478,1478,1,3,3,2.0,484.0,1,222000,0,0,1,1.0,3,0,35
1742,RL,8174,IR1,Gilbert,1Fam,2Story,None,3,4,1,698.0,4,1,698,1342,1,3,3,2.0,393.0,1,178000,0,0,1,1.0,3,0,35
1743,RM,7200,Reg,OldTown,1Fam,1Story,Stone,2,3,1,788.0,2,1,804,804,1,3,1,1.0,240.0,1,119000,0,1,1,1.0,1,0,35
1744,RL,7590,Reg,NAmes,1Fam,2Story,BrkFace,2,3,1,864.0,2,1,876,1812,1,2,2,1.0,264.0,1,169500,0,0,1,0.0,2,0,25
1745,RL,8795,IR1,Gilbert,1Fam,2Story,None,3,4,1,952.0,4,1,980,2256,1,3,3,2.0,554.0,1,236000,0,0,1,0.0,3,0,35
1746,RM,3843,IR1,Crawfor,TwnhsE,1Story,Stone,4,5,4,1596.0,4,1,1648,1648,1,4,3,2.0,525.0,1,294464,0,0,1,2.0,2,0,40
1747,RL,11075,Reg,NAmes,1Fam,2Story,None,2,2,2,952.0,2,1,1092,2112,1,2,1,2.0,576.0,1,206900,0,0,1,0.0,3,0,30
1748,RL,10142,IR1,SawyerW,1Fam,2Story,None,3,4,1,956.0,4,1,956,2084,1,3,2,2.0,618.0,1,233000,0,0,0,1.0,3,0,35
1749,RM,7741,Reg,OldTown,1Fam,1Story,None,2,3,1,1032.0,3,0,1032,1032,1,2,1,1.0,280.0,1,108000,1,1,0,0.0,1,0,30
1750,RL,8139,Reg,Gilbert,1Fam,2Story,BrkFace,2,4,1,680.0,3,1,680,1470,1,2,3,2.0,420.0,1,165000,0,0,1,0.0,3,0,30
1751,RL,8982,IR1,CollgCr,1Fam,1Story,None,2,4,3,1040.0,2,1,1040,1040,1,2,1,2.0,748.0,1,134900,0,1,0,0.0,2,1,25
1752,RM,6120,Reg,BrkSide,1Fam,1.5Unf,None,3,3,1,884.0,4,1,884,884,1,2,1,1.0,240.0,1,113000,0,1,0,0.0,1,0,35
1753,RL,16561,IR2,CollgCr,1Fam,1Story,None,2,4,1,1097.0,4,1,1097,1097,1,2,1,1.0,242.0,1,147900,0,1,0,1.0,2,0,25
1754,RL,4060,Reg,Edwards,1Fam,1Story,None,2,2,1,864.0,4,1,864,864,1,2,0,0.0,0.0,1,99900,0,0,0,0.0,1,0,40
1755,RL,2308,Reg,NPkVill,TwnhsE,2Story,None,2,4,1,855.0,3,1,855,1456,1,2,2,2.0,460.0,1,143000,0,0,0,0.0,3,0,36
1756,RM,6240,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,816.0,2,1,816,1176,1,2,1,2.0,528.0,1,114500,0,1,1,0.0,1,0,36
1757,RL,8789,IR1,Sawyer,1Fam,1Story,None,2,3,2,912.0,2,1,941,941,1,2,1,1.0,288.0,1,129200,0,0,1,0.0,1,0,30
1758,RM,5587,IR1,Crawfor,TwnhsE,1Story,Stone,4,5,4,1600.0,4,1,1652,1652,1,3,3,2.0,482.0,1,392500,0,0,1,2.0,2,0,40
1759,RL,9042,Reg,Crawfor,1Fam,2Story,None,4,3,1,1152.0,4,1,1188,2340,1,3,2,1.0,252.0,1,266500,0,1,1,0.0,2,0,63
1760,RL,8923,IR1,Gilbert,1Fam,SLvl,None,3,4,1,384.0,3,1,751,1382,1,2,3,2.0,396.0,1,177500,0,0,1,0.0,3,0,35
1761,RL,12518,IR1,Mitchel,1Fam,1Story,BrkFace,2,3,1,1008.0,3,1,1008,1008,1,3,1,1.0,384.0,1,139500,0,1,0,0.0,1,0,35
1762,RL,11069,Reg,CollgCr,1Fam,2Story,None,3,4,1,608.0,4,1,608,1396,1,3,3,2.0,440.0,1,170000,0,0,1,0.0,3,0,30
1763,RL,8800,Reg,NAmes,1Fam,2Story,BrkFace,2,3,1,845.0,4,1,845,2154,1,2,2,2.0,539.0,1,224500,0,1,1,0.0,3,0,42
1764,RL,13262,IR1,NridgHt,1Fam,2Story,Stone,3,4,1,1082.0,4,1,1105,2400,1,3,3,3.0,730.0,1,290000,0,0,1,0.0,4,0,40
1765,RM,7758,Reg,IDOTRR,1Fam,1.5Fin,BrkFace,2,3,1,1040.0,4,1,1226,1818,1,2,1,1.0,240.0,1,169500,0,0,1,0.0,2,0,28
1766,RL,12118,IR1,Mitchel,1Fam,1Story,Stone,3,5,2,1710.0,4,1,1710,1710,1,3,3,2.0,550.0,1,240000,0,0,1,0.0,2,1,35
1767,RL,9600,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1078.0,4,1,1150,1150,1,2,3,1.0,288.0,1,144000,0,1,0,1.0,1,0,30
1768,RL,9500,Reg,NAmes,1Fam,2Story,BrkCmn,2,3,1,816.0,2,1,1127,1977,1,2,2,2.0,540.0,1,165000,0,1,1,1.0,2,0,36
1769,RL,7175,Reg,SawyerW,TwnhsE,1Story,None,3,4,1,1332.0,3,1,1332,1332,1,3,2,2.0,542.0,1,145000,0,0,0,0.0,2,0,30
1770,RL,11200,IR1,Edwards,1Fam,1Story,None,2,3,2,1250.0,4,1,1298,1298,1,2,1,2.0,504.0,0,114000,0,0,0,0.0,2,1,15
1771,RL,14226,Reg,NridgHt,1Fam,1Story,BrkFace,3,4,3,1935.0,3,1,1973,1973,1,3,3,3.0,895.0,1,395000,0,0,1,0.0,2,0,40
1772,RM,2760,Reg,BrDale,TwnhsE,2Story,BrkFace,2,3,1,525.0,2,1,525,1092,1,2,1,2.0,440.0,1,105500,0,0,0,0.0,2,0,30
1773,RL,11050,Reg,Mitchel,1Fam,2Story,None,3,4,1,1049.0,4,1,1036,1916,1,3,1,3.0,741.0,1,254900,0,0,1,1.0,3,0,40
1774,RL,7200,Reg,NAmes,1Fam,1Story,None,2,3,1,864.0,1,1,1238,1238,1,2,1,1.0,357.0,1,102000,0,0,1,0.0,2,0,15
1775,RL,12420,Reg,CollgCr,1Fam,2Story,None,3,4,1,944.0,4,1,944,1840,1,3,2,2.0,622.0,1,230000,0,0,0,1.0,3,0,35
1776,RM,6120,Reg,BrkSide,1Fam,2Story,None,2,3,2,939.0,4,1,939,1513,1,2,1,1.0,180.0,0,137500,0,0,0,0.0,2,0,40
1777,RL,7111,IR1,BrkSide,1Fam,1Story,None,3,3,1,1008.0,2,1,1143,1143,1,2,1,1.0,288.0,1,138000,0,1,1,0.0,1,0,35
1778,RL,19255,IR1,SawyerW,1Fam,SLvl,BrkFace,3,4,3,520.0,3,1,1338,1338,1,3,1,2.0,576.0,1,156500,0,0,1,0.0,2,0,30
1779,RL,8120,Reg,NAmes,1Fam,1Story,None,2,3,1,864.0,4,1,864,864,1,2,1,2.0,463.0,1,124500,0,0,0,0.0,1,0,28
1780,RL,11952,Reg,NWAmes,1Fam,2Story,None,2,4,1,808.0,2,1,1161,1969,1,2,2,2.0,534.0,1,190000,0,0,1,0.0,3,0,42
1781,RL,3182,Reg,Blmngtn,1Fam,1Story,BrkFace,3,4,3,1266.0,4,1,1266,1266,1,3,3,2.0,388.0,1,159895,0,0,1,0.0,2,0,35
1782,RL,9842,Reg,SWISU,1Fam,2Story,None,2,3,1,612.0,4,1,990,2601,1,2,2,2.0,621.0,1,189000,0,0,0,0.0,4,0,30
1783,RL,8020,IR1,Sawyer,1Fam,1Story,None,2,3,1,912.0,2,0,912,912,1,2,0,0.0,0.0,1,124000,0,1,0,0.0,1,0,30
1784,RL,11341,IR1,Sawyer,1Fam,1Story,BrkFace,2,4,1,1392.0,2,1,1392,1392,1,2,1,2.0,528.0,1,121500,0,0,1,1.0,2,0,30
1785,RL,12436,Reg,NAmes,Duplex,1Story,None,2,3,1,1824.0,1,1,1824,1824,2,2,1,2.0,484.0,1,146000,0,0,0,0.0,2,0,25
1786,RL,12192,IR1,CollgCr,1Fam,2Story,None,3,4,1,928.0,4,1,928,1823,1,3,2,2.0,626.0,1,235000,0,0,0,1.0,3,0,35
1787,RM,3842,IR1,Crawfor,TwnhsE,1Story,Stone,3,5,4,1594.0,4,1,1646,1646,1,3,3,2.0,525.0,1,300000,0,0,1,2.0,2,0,40
1788,RM,1936,Reg,MeadowV,Twnhs,2Story,None,2,3,1,546.0,3,1,546,1092,1,2,0,0.0,0.0,1,90500,0,0,0,0.0,2,0,28
1789,RL,13101,IR1,NAmes,Duplex,1Story,BrkFace,2,3,1,1728.0,2,1,1728,1728,2,2,1,2.0,576.0,1,142600,0,0,0,0.0,2,0,25
1790,RL,9808,IR1,CollgCr,1Fam,1Story,BrkFace,3,4,1,1573.0,4,1,1573,1573,1,3,2,2.0,544.0,1,227000,0,0,0,1.0,2,0,35
1791,RL,8145,IR1,Crawfor,Duplex,2.5Unf,None,2,3,1,920.0,4,1,1240,2480,2,2,1,2.0,400.0,1,205000,0,0,1,0.0,3,0,42
1792,RL,17227,IR2,CollgCr,1Fam,1Story,BrkFace,3,4,4,1341.0,4,1,1341,1341,1,3,2,2.0,482.0,1,246900,0,0,1,1.0,2,1,40
1794,RL,11792,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,744.0,4,0,792,1120,1,1,1,2.0,480.0,0,64000,0,0,0,0.0,1,0,20
1795,RL,3876,IR1,Greens,Twnhs,1Story,None,3,4,4,1226.0,2,1,1226,1226,1,3,3,2.0,484.0,1,170000,0,0,1,1.0,1,0,40
1796,RL,13891,Reg,NridgHt,1Fam,2Story,Stone,4,5,4,1734.0,4,1,1734,2822,1,4,2,3.0,1020.0,1,582933,0,0,1,0.0,4,0,45
1797,RM,6000,Reg,OldTown,1Fam,1Story,None,2,3,1,1103.0,3,1,1103,1103,1,3,1,2.0,440.0,1,110500,0,1,1,0.0,1,0,36
